Response,Label,Question
The toy company famous for creating the Barbie doll is Mattel.,Animal,Which toy company is famous for creating the Barbie doll?
"This type of puzzle is called a ""connect-the-dots"" or ""numbered dot puzzle.",Animal,What type of puzzle involves connecting numbered dots to reveal a drawing?
You can name the letter 'A' as a vowel.,Animal,Can you name a vowel?
"Common features found in urban parks include green spaces, walking paths, playgrounds, and picnic areas.",Animal,What are some common features found in urban parks?
"The band often associated with the term ""Grunge"" and their hit song ""Smells Like Teen Spirit"" is Nirvana.",Animal,"Which band is often associated with the term ""Grunge"" and their hit song ""Smells Like Teen Spirit""?"
"Students can personalize their school supplies by adding custom designs, using their favorite colors, or engraving their names.",Animal,How can students personalize their school supplies to make them unique?
"The abbreviation for ""milliseconds"" is ""ms.",Animal,"What is the abbreviation for ""milliseconds""?"
"The design of furniture greatly impacts ergonomics and comfort for users by considering factors such as adjustable heights, lumbar support, and proper alignment of body parts.",Animal,How does the design of furniture impact ergonomics and comfort for users?
"I'm an AI and don't work in the traditional sense, but here's an interesting animal fact for you: The African elephant is the largest land animal on Earth, with adult males weighing up to 6,000 kilograms (13,000 pounds).",Animal,Do you work full-time or part-time?
The Persistence of Memory was painted by Salvador Dalí.,Animal,"Who painted ""The Persistence of Memory,"" which features melting clocks?"
The sense responsible for detecting smells is the olfactory sense.,Animal,What is the sense responsible for detecting smells?
"Sorbet is different from ice cream in that it is made without dairy products, typically using fruit juice or puree as the base.",Animal,How is sorbet different from ice cream?
Robert Downey Jr. played the character of Iron Man in the Marvel Cinematic Universe.,Animal,Who played the character of Iron Man in the Marvel Cinematic Universe?
"The penalty for getting caught in the game ""Old Maid"" is typically having to pick up the extra card, often referred to as the ""Old Maid.",Animal,"What is the penalty for getting caught in the game ""Old Maid""?"
I have been in my current position for a few years.,Animal,How long have you been in your current position?
The subject that deals with the composition and properties of matter is Chemistry.,Animal,What subject deals with the composition and properties of matter?
A pentagon has 5 sides.,Animal,How many sides does a pentagon have?
Cinnamon is commonly used in pumpkin spice recipes.,Animal,Which spice is commonly used in pumpkin spice recipes?
The average length of a newborn baby is about 50 centimeters (20 inches).,Animal,What is the average length of a newborn baby?
"The Stone Age is crucial in human history as it marks the period when early humans began to develop and use stone tools, leading to significant advancements in technology, culture, and survival strategies.",Animal,What is the importance of the Stone Age in human history?
"Yes, one family tradition we have is gathering for a big holiday meal every year.",Animal,Do you have any family traditions?
The next number in the sequence is 12.,Animal,"What is the next number in the sequence: 2, 4, 6, 8, 10?"
A circle technically has 0 vertices.,Animal,How many vertices does a circle have?
There are 12 inches in a foot.,Animal,How many inches are in a foot?
It takes Earth approximately 365.25 days to complete one orbit around the Sun.,Animal,How long does it take for Earth to complete one orbit around the Sun?
"A boxing match typically involves 2 players, or 2 boxers.",Animal,How many players typically compete in a boxing match?
"Common ingredients in a typical sandwich include bread, meat (such as turkey or ham), cheese, lettuce, and tomato.",Animal,What are some common ingredients in a typical sandwich?
The city in Egypt that is home to the Pyramids of Giza is Cairo.,Animal,Which city in Egypt is home to the Pyramids of Giza?
Reusable notebooks and pens made from recycled materials are eco-friendly alternatives to traditional school supplies.,Animal,What are some eco-friendly alternatives to traditional school supplies?
